BCV	text	func_morph	form_morph	strongs	lemma	normalized
Matt 1:18	Ἁγίου.	A-GSN	A-GSN	40	ἅγιος	Ἁγίου	
Matt 1:19	Ἰωσὴφ	N-PRI	N-PRI	2501	Ἰωσήφ	Ἰωσήφ	
Matt 1:19	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 1:19	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 1:19	ἀνὴρ	N-NSM	N-NSM	435	ἀνήρ	ἀνήρ	
Matt 1:19	αὐτῆς,	P-GSF	P-GSF	846	αὐτός	αὐτῆς	
Matt 1:19	δίκαιος	A-NSM	A-NSM	1342	δίκαιος	δίκαιος	
Matt 1:19	ὢν	V-PAP-NSM	V-PAP-NSM	1510&5723	εἰμί	ὤν	
Matt 1:19	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 1:19	μὴ	PRT-N	PRT-N	3361	μή	μή	
Matt 1:19	θέλων	V-PAP-NSM	V-PAP-NSM	2309&5723	θέλω	θέλων	
Matt 1:19	αὐτὴν	P-ASF	P-ASF	846	αὐτός	αὐτήν	
Matt 1:19	δειγματίσαι,	V-AAN	V-AAN	1165&5658	δειγματίζω	δειγματίσαι	
Matt 1:19	ἐβουλήθη	V-AOI-3S	V-AOI-3S	1014&5675	βούλομαι	ἐβουλήθη	
Matt 1:19	λάθρᾳ	ADV	ADV	2977	λάθρᾳ	λάθρᾳ	
Matt 1:19	ἀπολῦσαι	V-AAN	V-AAN	630&5658	ἀπολύω	ἀπολῦσαι	
Matt 1:19	αὐτήν.	P-ASF	P-ASF	846	αὐτός	αὐτήν	
Matt 1:20	ταῦτα	D-APN	D-APN	3778	οὗτος	ταῦτα	
Matt 1:20	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 1:20	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 1:20	ἐνθυμηθέντος	V-AOP-GSM	V-AOP-GSM	1760&5679	ἐνθυμέομαι	ἐνθυμηθέντος	
Matt 1:20	ἰδοὺ	V-2AMM-2S	V-2AMM-2S	3708&5640	ὁράω	ἰδού	
Matt 1:20	ἄγγελος	N-NSM	N-NSM	32	ἄγγελος	ἄγγελος	
Matt 1:20	Κυρίου	N-GSM	N-GSM	2962	κύριος	Κυρίου	
Matt 1:20	κατ’	PREP	PREP	2596	κατά	κατ’	
Matt 1:20	ὄναρ	N-OI	N-OI	3677	ὄναρ	ὄναρ	
Matt 1:20	ἐφάνη	V-2API-3S	V-2API-3S	5316&5648	φαίνω	ἐφάνη	
Matt 1:20	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 1:20	λέγων	V-PAP-NSM	V-PAP-NSM	3004&5723	λέγω	λέγων	
Matt 1:20	Ἰωσὴφ	N-PRI	N-PRI	2501	Ἰωσήφ	Ἰωσήφ	
Matt 1:20	υἱὸς	N-NSM	N-NSM	5207	υἱός	υἱός	
Matt 1:20	Δαυείδ,	N-PRI	N-PRI	1138	Δαυίδ	Δαυείδ	
Matt 1:20	μὴ	PRT-N	PRT-N	3361	μή	μή	
Matt 1:20	φοβηθῇς	V-AOS-2S	V-AOS-2S	5399&5680	φοβέω	φοβηθῇς	
Matt 1:20	παραλαβεῖν	V-2AAN	V-2AAN	3880&5629	παραλαμβάνω	παραλαβεῖν	
Matt 1:20	Μαρίαν	N-ASF	N-ASF	3137	Μαρία	Μαρίαν	
Matt 1:20	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 1:20	γυναῖκά	N-ASF	N-ASF	1135	γυνή	γυναῖκα	
Matt 1:20	σου,	P-2GS	P-2GS	4771	σύ	σου	
Matt 1:20	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
Matt 1:20	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 1:20	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 1:20	αὐτῇ	P-DSF	P-DSF	846	αὐτός	αὐτῇ	
Matt 1:20	γεννηθὲν	V-APP-NSN	V-APP-NSN	1080&5685	γεννάω	γεννηθέν	
Matt 1:20	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Matt 1:20	Πνεύματός	N-GSN	N-GSN	4151	πνεῦμα	Πνεύματος	
Matt 1:20	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 1:20	Ἁγίου·	A-GSN	A-GSN	40	ἅγιος	Ἁγίου	
Matt 1:21	τέξεται	V-FDI-3S	V-FDI-3S	5088&5695	τίκτω	τέξεται	
Matt 1:21	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 1:21	υἱὸν	N-ASM	N-ASM	5207	υἱός	υἱόν	
Matt 1:21	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 1:21	καλέσεις	V-FAI-2S	V-FAI-2S	2564&5692	καλέω	καλέσεις	
Matt 1:21	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Matt 1:21	ὄνομα	N-ASN	N-ASN	3686	ὄνομα	ὄνομα	
Matt 1:21	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 1:21	Ἰησοῦν·	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
Matt 1:21	αὐτὸς	P-NSM	P-NSM	846	αὐτός	αὐτός	
Matt 1:21	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 1:21	σώσει	V-FAI-3S	V-FAI-3S	4982&5692	σῴζω	σώσει	
Matt 1:21	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 1:21	λαὸν	N-ASM	N-ASM	2992	λαός	λαόν	
Matt 1:21	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 1:21	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Matt 1:21	τῶν	T-GPF	T-GPF	3588	ὁ	τῶν	
Matt 1:21	ἁμαρτιῶν	N-GPF	N-GPF	266	ἁμαρτία	ἁμαρτιῶν	
Matt 1:21	αὐτῶν.	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 1:22	Τοῦτο	D-NSN	D-NSN	3778	οὗτος	Τοῦτο	
Matt 1:22	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 1:22	ὅλον	A-NSN	A-NSN	3650	ὅλος	ὅλον	
Matt 1:22	γέγονεν	V-2RAI-3S	V-2RAI-3S	1096&5754	γίνομαι	γέγονεν	
Matt 1:22	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Matt 1:22	πληρωθῇ	V-APS-3S	V-APS-3S	4137&5686	πληρόω	πληρωθῇ	
Matt 1:22	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
Matt 1:22	ῥηθὲν	V-APP-NSN	V-APP-NSN	2046&5685	εἶπον	ῥηθέν	
Matt 1:22	ὑπὸ	PREP	PREP	5259	ὑπό	ὑπό	
Matt 1:22	Κυρίου	N-GSM	N-GSM	2962	κύριος	Κυρίου	
Matt 1:22	διὰ	PREP	PREP	1223	διά	διά	
Matt 1:22	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 1:22	προφήτου	N-GSM	N-GSM	4396	προφήτης	προφήτου	
Matt 1:22	λέγοντος	V-PAP-GSM	V-PAP-GSM	3004&5723	λέγω	λέγοντος	
Matt 1:23	Ἰδοὺ	V-2AMM-2S	V-2AMM-2S	3708&5640	ὁράω	Ἰδού	
Matt 1:23	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 1:23	παρθένος	N-NSF	N-NSF	3933	παρθένος	παρθένος	
Matt 1:23	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 1:23	γαστρὶ	N-DSF	N-DSF	1064	γαστήρ	γαστρί	
Matt 1:23	ἕξει	V-FAI-3S	V-FAI-3S	2192&5692	ἔχω	ἕξει	
Matt 1:23	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 1:23	τέξεται	V-FDI-3S	V-FDI-3S	5088&5695	τίκτω	τέξεται	
Matt 1:23	υἱόν,	N-ASM	N-ASM	5207	υἱός	υἱόν	
Matt 1:23	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 1:23	καλέσουσιν	V-FAI-3P	V-FAI-3P	2564&5692	καλέω	καλέσουσιν	
Matt 1:23	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Matt 1:23	ὄνομα	N-ASN	N-ASN	3686	ὄνομα	ὄνομα	
Matt 1:23	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 1:23	Ἐμμανουήλ,	N-PRI	N-PRI	1694	Ἐμμανουήλ	Ἐμμανουήλ	
Matt 1:23	ὅ	R-NSN	R-NSN	3739	ὅς	ὅ	
Matt 1:23	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 1:23	μεθερμηνευόμενον	V-PPP-NSN	V-PEP-NSN	3177&5746	μεθερμηνεύω	μεθερμηνευόμενον	
Matt 1:23	Μεθ’	PREP	PREP	3326	μετά	Μεθ’	
Matt 1:23	ἡμῶν	P-1GP	P-1GP	1473	ἐγώ	ἡμῶν	
Matt 1:23	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 1:23	Θεός.	N-NSM	N-NSM	2316	θεός	Θεός	
Matt 1:24	ἐγερθεὶς	V-APP-NSM	V-APP-NSM	1453&5685	ἐγείρω	ἐγερθείς	
Matt 1:24	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 1:24	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 1:24	Ἰωσὴφ	N-PRI	N-PRI	2501	Ἰωσήφ	Ἰωσήφ	
Matt 1:24	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Matt 1:24	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 1:24	ὕπνου	N-GSM	N-GSM	5258	ὕπνος	ὕπνου	
Matt 1:24	ἐποίησεν	V-AAI-3S	V-AAI-3S	4160&5656	ποιέω	ἐποίησεν	
Matt 1:24	ὡς	ADV	ADV	5613	ὡς	ὡς	
Matt 1:24	προσέταξεν	V-AAI-3S	V-AAI-3S	4367&5656	προστάσσω	προσέταξεν	
Matt 1:24	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 1:24	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 1:24	ἄγγελος	N-NSM	N-NSM	32	ἄγγελος	ἄγγελος	
Matt 1:24	Κυρίου,	N-GSM	N-GSM	2962	κύριος	Κυρίου	
Matt 1:24	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 1:24	παρέλαβεν	V-2AAI-3S	V-2AAI-3S	3880&5627	παραλαμβάνω	παρέλαβεν	
Matt 1:24	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 1:24	γυναῖκα	N-ASF	N-ASF	1135	γυνή	γυναῖκα	
Matt 1:24	αὐτοῦ·	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 1:25	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 1:25	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
Matt 1:25	ἐγίνωσκεν	V-IAI-3S	V-IAI-3S	1097&5707	γινώσκω	ἐγίνωσκεν	
Matt 1:25	αὐτὴν	P-ASF	P-ASF	846	αὐτός	αὐτήν	
Matt 1:25	ἕως	ADV	ADV	2193	ἕως	ἕως	
Matt 1:25	οὗ	R-GSM	R-GSM	3739	ὅς	οὗ	
Matt 1:25	ἔτεκεν	V-2AAI-3S	V-2AAI-3S	5088&5627	τίκτω	ἔτεκεν	
Matt 1:25	υἱόν·	N-ASM	N-ASM	5207	υἱός	υἱόν	
Matt 1:25	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 1:25	ἐκάλεσεν	V-AAI-3S	V-AAI-3S	2564&5656	καλέω	ἐκάλεσεν	
Matt 1:25	τὸ	T-ASN	T-ASN	3588	ὁ	τό	
Matt 1:25	ὄνομα	N-ASN	N-ASN	3686	ὄνομα	ὄνομα	
Matt 1:25	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 1:25	Ἰησοῦν.	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
Matt 2:1	Τοῦ	T-GSM	T-GSM	3588	ὁ	Τοῦ	
Matt 2:1	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 2:1	Ἰησοῦ	N-GSM	N-GSM	2424	Ἰησοῦς	Ἰησοῦ	
Matt 2:1	γεννηθέντος	V-APP-GSM	V-APP-GSM	1080&5685	γεννάω	γεννηθέντος	
Matt 2:1	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 2:1	Βηθλέεμ	N-PRI	N-PRI	965	Βηθλέεμ	Βηθλέεμ	
Matt 2:1	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Matt 2:1	Ἰουδαίας	N-GSF	N-GSF	2449	Ἰουδαία	Ἰουδαίας	
Matt 2:1	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 2:1	ἡμέραις	N-DPF	N-DPF	2250	ἡμέρα	ἡμέραις	
Matt 2:1	Ἡρῴδου	N-GSM	N-GSM	2264	Ἡρῴδης	Ἡρῴδου	
Matt 2:1	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 2:1	βασιλέως,	N-GSM	N-GSM	935	βασιλεύς	βασιλέως	
Matt 2:1	ἰδοὺ	V-2AMM-2S	V-2AMM-2S	3708&5640	ὁράω	ἰδού	
Matt 2:1	μάγοι	N-NPM	N-NPM	3097	μάγος	μάγοι	
Matt 2:1	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Matt 2:1	ἀνατολῶν	N-GPF	N-GPF	395	ἀνατολή	ἀνατολῶν	
Matt 2:1	παρεγένοντο	V-2ADI-3P	V-2ADI-3P	3854&5633	παραγίνομαι	παρεγένοντο	
Matt 2:1	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 2:1	Ἱεροσόλυμα	N-APN	N-APN	2414	Ἱεροσόλυμα	Ἱεροσόλυμα	
Matt 2:2	λέγοντες	V-PAP-NPM	V-PAP-NPM	3004&5723	λέγω	λέγοντες	
Matt 2:2	Ποῦ	ADV-I	ADV-I	4226	ποῦ	Ποῦ	
Matt 2:2	ἐστιν	V-PAI-3S	V-PAI-3S	1510	εἰμί	ἐστιν	
Matt 2:2	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 2:2	τεχθεὶς	V-APP-NSM	V-APP-NSM	5088&5685	τίκτω	τεχθείς	
Matt 2:2	βασιλεὺς	N-NSM	N-NSM	935	βασιλεύς	βασιλεύς	
Matt 2:2	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 2:2	Ἰουδαίων;	A-GPM	A-GPM	2453	Ἰουδαῖος	Ἰουδαίων	
Matt 2:2	εἴδομεν	V-2AAI-1P	V-2AAI-1P	3708&5627	ὁράω	εἴδομεν	
Matt 2:2	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 2:2	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 2:2	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 2:2	ἀστέρα	N-ASM	N-ASM	792	ἀστήρ	ἀστέρα	
Matt 2:2	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 2:2	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 2:2	ἀνατολῇ	N-DSF	N-DSF	395	ἀνατολή	ἀνατολῇ	
Matt 2:2	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 2:2	ἤλθομεν	V-2AAI-1P	V-2AAI-1P	2064&5627	ἔρχομαι	ἤλθομεν	
Matt 2:2	προσκυνῆσαι	V-AAN	V-AAN	4352&5658	προσκυνέω	προσκυνῆσαι	
Matt 2:2	αὐτῷ.	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 2:3	ἀκούσας	V-AAP-NSM	V-AAP-NSM	191&5660	ἀκούω	ἀκούσας	
Matt 2:3	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 2:3	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 2:3	βασιλεὺς	N-NSM	N-NSM	935	βασιλεύς	βασιλεύς	
Matt 2:3	Ἡρῴδης	N-NSM	N-NSM	2264	Ἡρῴδης	Ἡρῴδης	
Matt 2:3	ἐταράχθη,	V-API-3S	V-API-3S	5015&5681	ταράσσω	ἐταράχθη	
Matt 2:3	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 2:3	πᾶσα	A-NSF	A-NSF	3956	πᾶς	πᾶσα	
Matt 2:3	Ἱεροσόλυμα	N-NSF	N-NSF	2414	Ἱεροσόλυμα	Ἱεροσόλυμα	
Matt 2:3	μετ’	PREP	PREP	3326	μετά	μετ’	
Matt 2:3	αὐτοῦ,	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 2:4	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 2:4	συναγαγὼν	V-2AAP-NSM	V-2AAP-NSM	4863&5631	συνάγω	συναγαγών	
Matt 2:4	πάντας	A-APM	A-APM	3956	πᾶς	πάντας	
Matt 2:4	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 2:4	ἀρχιερεῖς	N-APM	N-APM	749	ἀρχιερεύς	ἀρχιερεῖς	
Matt 2:4	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 2:4	γραμματεῖς	N-APM	N-APM	1122	γραμματεύς	γραμματεῖς	
Matt 2:4	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 2:4	λαοῦ	N-GSM	N-GSM	2992	λαός	λαοῦ	
Matt 2:4	ἐπυνθάνετο	V-INI-3S	V-INI-3S	4441&5711	πυνθάνομαι	ἐπυνθάνετο	
Matt 2:4	παρ’	PREP	PREP	3844	παρά	παρ’	
Matt 2:4	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 2:4	ποῦ	ADV-I	ADV-I	4226	ποῦ	ποῦ	
Matt 2:4	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 2:4	Χριστὸς	N-NSM	N-NSM	5547	Χριστός	Χριστός	
Matt 2:4	γεννᾶται.	V-PPI-3S	V-PEI-3S	1080&5743	γεννάω	γεννᾶται	
Matt 2:5	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 2:5	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 2:5	εἶπαν	V-2AAI-3P	V-2AAI-3P	3004&5627	λέγω	εἶπαν	
Matt 2:5	αὐτῷ·	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 2:5	Ἐν	PREP	PREP	1722	ἐν	Ἐν	
Matt 2:5	Βηθλέεμ	N-PRI	N-PRI	965	Βηθλέεμ	Βηθλέεμ	
Matt 2:5	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Matt 2:5	Ἰουδαίας·	N-GSF	N-GSF	2449	Ἰουδαία	Ἰουδαίας	
Matt 2:5	οὕτως	ADV	ADV	3779	οὕτω	οὕτως	
Matt 2:5	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 2:5	γέγραπται	V-RPI-3S	V-RPI-3S	1125&5769	γράφω	γέγραπται	
Matt 2:5	διὰ	PREP	PREP	1223	διά	διά	
Matt 2:5	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 2:5	προφήτου·	N-GSM	N-GSM	4396	προφήτης	προφήτου	
Matt 2:6	Καὶ	CONJ	CONJ	2532	καί	Καί	
Matt 2:6	σύ,	P-2NS	P-2NS	4771	σύ	σύ	
Matt 2:6	Βηθλέεμ	N-PRI	N-PRI	965	Βηθλέεμ	Βηθλέεμ	
Matt 2:6	γῆ	N-VSF	N-VSF	1093	γῆ	γῆ	
Matt 2:6	Ἰούδα,	N-GSM	N-GSM	2448	Ἰούδας	Ἰούδα	
Matt 2:6	οὐδαμῶς	ADV-N	ADV-N	3760	οὐδαμῶς	οὐδαμῶς	
Matt 2:6	ἐλαχίστη	A-NSF-S	A-NSF-S	1646	ἐλάχιστος	ἐλαχίστη	
Matt 2:6	εἶ	V-PAI-2S	V-PAI-2S	1510&5719	εἰμί	εἶ	
Matt 2:6	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 2:6	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Matt 2:6	ἡγεμόσιν	N-DPM	N-DPM	2232	ἡγεμών	ἡγεμόσιν	
Matt 2:6	Ἰούδα·	N-GSM	N-GSM	2448	Ἰούδας	Ἰούδα	
Matt 2:6	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Matt 2:6	σοῦ	P-2GS	P-2GS	4771	σύ	σοῦ	
Matt 2:6	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 2:6	ἐξελεύσεται	V-FDI-3S	V-FDI-3S	1831&5695	ἐξέρχομαι	ἐξελεύσεται	
Matt 2:6	ἡγούμενος,	V-PNP-NSM	V-PNP-NSM	2233&5740	ἡγέομαι	ἡγούμενος	
Matt 2:6	ὅστις	R-NSM	R-NSM	3748	ὅστις	ὅστις	
Matt 2:6	ποιμανεῖ	V-FAI-3S	V-FAI-3S	4165&5692	ποιμαίνω	ποιμανεῖ	
Matt 2:6	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 2:6	λαόν	N-ASM	N-ASM	2992	λαός	λαόν	
Matt 2:6	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Matt 2:6	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 2:6	Ἰσραήλ.	N-PRI	N-PRI	2474	Ἰσραήλ	Ἰσραήλ	
Matt 2:7	Τότε	ADV	ADV	5119	τότε	Τότε	
Matt 2:7	Ἡρῴδης	N-NSM	N-NSM	2264	Ἡρῴδης	Ἡρῴδης	
Matt 2:7	λάθρᾳ	ADV	ADV	2977	λάθρᾳ	λάθρᾳ	
Matt 2:7	καλέσας	V-AAP-NSM	V-AAP-NSM	2564&5660	καλέω	καλέσας	
Matt 2:7	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 2:7	μάγους	N-APM	N-APM	3097	μάγος	μάγους	
Matt 2:7	ἠκρίβωσεν	V-AAI-3S	V-AAI-3S	198&5656	ἀκριβόω	ἠκρίβωσεν	
Matt 2:7	παρ’	PREP	PREP	3844	παρά	παρ’	
Matt 2:7	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 2:7	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 2:7	χρόνον	N-ASM	N-ASM	5550	χρόνος	χρόνον	
Matt 2:7	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 2:7	φαινομένου	V-PEP-GSM	V-PEP-GSM	5316&5730	φαίνω	φαινομένου	
Matt 2:7	ἀστέρος,	N-GSM	N-GSM	792	ἀστήρ	ἀστέρος	
Matt 2:8	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 2:8	πέμψας	V-AAP-NSM	V-AAP-NSM	3992&5660	πέμπω	πέμψας	
Matt 2:8	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Matt 2:8	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 2:8	Βηθλέεμ	N-PRI	N-PRI	965	Βηθλέεμ	Βηθλέεμ	
Matt 2:8	εἶπεν·	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Matt 2:8	Πορευθέντες	V-AOP-NPM	V-AOP-NPM	4198&5679	πορεύομαι	Πορευθέντες	
Matt 2:8	ἐξετάσατε	V-AAM-2P	V-AAM-2P	1833&5657	ἐξετάζω	ἐξετάσατε	
Matt 2:8	ἀκριβῶς	ADV	ADV	199	ἀκριβῶς	ἀκριβῶς	
Matt 2:8	περὶ	PREP	PREP	4012	περί	περί	
Matt 2:8	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Matt 2:8	παιδίου·	N-GSN	N-GSN	3813	παιδίον	παιδίου	
Matt 2:8	ἐπὰν	CONJ	CONJ	1875	ἐπάν	ἐπάν	
Matt 2:8	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 2:8	εὕρητε,	V-2AAS-2P	V-2AAS-2P	2147&5632	εὑρίσκω	εὕρητε	
Matt 2:8	ἀπαγγείλατέ	V-AAM-2P	V-AAM-2P	518&5657	ἀπαγγέλλω	ἀπαγγείλατε	
Matt 2:8	μοι,	P-1DS	P-1DS	1473	ἐγώ	μοι	
Matt 2:8	ὅπως	ADV	ADV	3704	ὅπως	ὅπως	
Matt 2:8	κἀγὼ	P-1NS-K	P-1NS-K	2504	κἀγώ	κἀγώ	
Matt 2:8	ἐλθὼν	V-2AAP-NSM	V-2AAP-NSM	2064&5631	ἔρχομαι	ἐλθών	
Matt 2:8	προσκυνήσω	V-AAS-1S	V-AAS-1S	4352&5661	προσκυνέω	προσκυνήσω	
Matt 2:8	αὐτῷ.	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 2:9	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 2:9	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 2:9	ἀκούσαντες	V-AAP-NPM	V-AAP-NPM	191&5660	ἀκούω	ἀκούσαντες	
Matt 2:9	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 2:9	βασιλέως	N-GSM	N-GSM	935	βασιλεύς	βασιλέως	
Matt 2:9	ἐπορεύθησαν·	V-AOI-3P	V-AOI-3P	4198&5675	πορεύομαι	ἐπορεύθησαν	
Matt 2:9	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 2:9	ἰδοὺ	V-2AMM-2S	V-2AMM-2S	3708&5640	ὁράω	ἰδού	
Matt 2:9	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 2:9	ἀστὴρ,	N-NSM	N-NSM	792	ἀστήρ	ἀστήρ	
Matt 2:9	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Matt 2:9	εἶδον	V-2AAI-3P	V-2AAI-3P	3708&5627	ὁράω	εἶδον	
Matt 2:9	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 2:9	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 2:9	ἀνατολῇ,	N-DSF	N-DSF	395	ἀνατολή	ἀνατολῇ	
Matt 2:9	προῆγεν	V-IAI-3S	V-IAI-3S	4254&5707	προάγω	προῆγεν	
Matt 2:9	αὐτούς	P-APM	P-APM	846	αὐτός	αὐτούς	
Matt 2:9	ἕως	ADV	ADV	2193	ἕως	ἕως	
Matt 2:9	ἐλθὼν	V-2AAP-NSM	V-2AAP-NSM	2064&5631	ἔρχομαι	ἐλθών	
Matt 2:9	ἐστάθη	V-API-3S	V-API-3S	2476&5681	ἵστημι	ἐστάθη	
Matt 2:9	ἐπάνω	ADV	ADV	1883	ἐπάνω	ἐπάνω	
Matt 2:9	οὗ	ADV	ADV	3757	οὗ	οὗ	
Matt 2:9	ἦν	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
Matt 2:9	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
Matt 2:9	παιδίον.	N-NSN	N-NSN	3813	παιδίον	παιδίον	
Matt 2:10	ἰδόντες	V-2AAP-NPM	V-2AAP-NPM	3708&5631	ὁράω	ἰδόντες	
Matt 2:10	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 2:10	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 2:10	ἀστέρα	N-ASM	N-ASM	792	ἀστήρ	ἀστέρα	
